route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
L,B20130803SAT,B20130803SAT_053350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_057900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_053950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_058500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_054550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_059100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_055150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_059700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_055750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_060300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_056350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_060900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_056950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_061500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_057550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_062100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_058150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_062700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_058750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_063300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_059350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_063900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_059950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_064500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_060550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_065100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_061150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_065700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_061750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_066300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_062350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_066900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_062950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_067500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_063550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_068100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_064150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_068700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_064750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_069300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_065350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_069900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_065950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_070500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_066550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_071100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_067150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_071700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_067750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_072300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_068350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_072900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_068950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_073500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_069550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_074100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_070150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_074700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_070750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_075300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_071350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_075900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_071950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_076500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_072550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_077100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_073150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_077700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_073750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_078300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_074350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_078900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_074950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_079500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_075550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_080100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_076150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_080700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_076750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_081300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_077350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_081900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_077950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_082500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_078550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_083100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_079150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_083700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_079750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_084300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_080350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_084800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_080850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_085300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_081350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_085800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_081850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_086300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_082350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_086800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_082850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_087300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_083350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_087800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_083850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_088300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_084350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_088800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_084850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_089300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_085350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_089800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_085850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_090300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_086350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_090800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_086850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_091300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_087350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_091800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_087850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_092300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_088350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_092800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_088850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_093300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_089350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_093800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_089850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_094300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_090350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_094800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_090850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_095300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_091350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_095800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_091850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_096300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_092350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_096800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_092850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_097300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_093350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_097800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_093850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_098300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_094350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_098800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_094850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_099300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_095350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_099800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_095850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_100300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_096350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_100800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_096850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_101300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_097350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_101800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_097850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_102300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_098350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_102800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_098850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_103300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_099350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_103800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_099850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_104300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_100350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_104800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_100850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_105300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_101350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_105800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_101850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_106300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_102350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_106800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_102850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_107300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_103350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_107800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_103850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_108300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_104350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_108800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_104850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_109300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_105350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_109800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_105850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_110300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_106350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_110800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_106850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_111300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_107350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_111800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_107850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_112300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_108350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_112800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_108850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_113300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_109350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_113800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_109850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_114300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_110400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_114800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_110900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_115300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_111400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_115800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_111900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_116300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_112400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_116800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_112900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_117300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_113400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_117800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_113900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_118300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_114400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_118800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_114900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_119300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_115400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_119800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_115900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_120300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_116400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_120800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_116900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_121300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_117400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_121800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_117900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_122300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_118400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_122800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_118900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_123300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_119400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_123800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_119900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_124300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_120400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_124800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_120900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_125300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_121400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_125800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_121900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_126400_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_122500_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_127000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_123150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_127600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_123750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_128200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_124350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_128800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_124950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_129400_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_125550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_130000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_126150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_130600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_126750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_131200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_127350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_131800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_127950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_132400_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_128550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_133000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_129150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_133600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_129750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_134200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_130350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_134800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_130950_L..N01R,8 AV,0,,L..N01R
