route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
L,B20130803WKD,B20130803WKD_092800_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_097200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_093300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_097700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_093800_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_098200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_094300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_098700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_094800_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_099200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_095300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_099700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_095800_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_100200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_096300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_100650_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_096800_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_101100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_097250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_101500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_097650_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_101900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_098050_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_102300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_102700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_098650_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_103100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_099250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_103500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_099800_L..N02R,8 AV,0,,L..N02R
L,B20130803WKD,B20130803WKD_103900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_100050_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_104300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_100450_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_104700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_100850_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_105100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_101250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_105500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_101800_L..N02R,8 AV,0,,L..N02R
L,B20130803WKD,B20130803WKD_105900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_101950_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_106300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_102450_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_106700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_102850_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_107100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_103400_L..N02R,8 AV,0,,L..N02R
L,B20130803WKD,B20130803WKD_107500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_103550_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_107900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_104050_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_108300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_104450_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_108700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_104850_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_109100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_105250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_109500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_105650_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_109900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_106050_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_110300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_106450_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_110700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_106850_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_111100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_107250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_111500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_107750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_111900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_108150_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_112300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_108550_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_112700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_108950_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_113100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_109350_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_113500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_109750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_113900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_110150_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_114300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_110550_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_114700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_110950_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_115100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_111350_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_115600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_111750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_116100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_112250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_116600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_112750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_117100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_113250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_117600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_113750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_118100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_114250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_118600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_114750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_119100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_115250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_119600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_115750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_120100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_116250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_120600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_116750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_121100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_117250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_121600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_117750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_122100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_118250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_122600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_118750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_123100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_119250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_123600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_119750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_124100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_120250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_124600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_120750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_125100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_121250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_125600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_121750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_126100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_122250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_126600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_122750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_127100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_123250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_127600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_123750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_128100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_124250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_128600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_124750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_129100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_125250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_129600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_125750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_130100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_126250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_130600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_126750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_131100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_127250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_131600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_127750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_132100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_128250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_132600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_128750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_133100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_129250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_133600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_129750_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_134200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_130300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_134800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_130950_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_135400_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_131650_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_136200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_132450_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_137000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_133250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_138000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_134250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_139000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_135250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_140000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_136250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_141000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_137250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_142000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_138250_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_143000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_139300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_144000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_140300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_145000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_141300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_146000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_142300_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_147000_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803WKD,B20130803WKD_143500_L..N01R,8 AV,0,,L..N01R
L,B20130803WKD,B20130803WKD_148200_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_000700_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_005400_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_001900_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_006600_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_003100_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_007800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_004350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_009250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_006350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_011250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_008350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_013250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_010350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_015250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_012350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_017250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_014350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_019250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_016350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_021250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_018350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_023250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_020350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_025250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_022350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_027250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_024350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_029500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_026350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_031750_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_028050_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_033250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_029550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_034750_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_030950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_036050_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_032200_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_037250_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_033400_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_038300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_034500_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_039300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_035500_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_040300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_036500_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_041300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_037500_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_042300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_038500_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_043300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_039500_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_044300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_040300_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_045100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_041100_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_045800_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_041850_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_046500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_042550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_047100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_043150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_047700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_043750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_048300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_044350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_048900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_044950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_049500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_045550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_050100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_046150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_050700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_046750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_051300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_047350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_051900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_047950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_052500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_048550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_053100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_049150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_053700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_049750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_054300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_050350_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_054900_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_050950_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_055500_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_051550_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_056100_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_052150_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_056700_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
L,B20130803SAT,B20130803SAT_052750_L..N01R,8 AV,0,,L..N01R
L,B20130803SAT,B20130803SAT_057300_L..S01R,CANARSIE - ROCKAWAY PKWY,1,,L..S01R
