trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
B20130803SAT_000700_L..N01R,0:47:00,0:47:00,L01N,24,,0,0
B20130803SAT_001900_L..N01R,0:59:00,0:59:00,L01N,24,,0,0
B20130803SAT_003100_L..N01R,1:11:00,1:11:00,L01N,24,,0,0
B20130803SAT_004350_L..N01R,1:23:30,1:23:30,L01N,24,,0,0
B20130803SAT_006350_L..N01R,1:45:30,1:45:30,L01N,24,,0,0
B20130803SAT_008350_L..N01R,2:05:30,2:05:30,L01N,24,,0,0
B20130803SAT_010350_L..N01R,2:25:30,2:25:30,L01N,24,,0,0
B20130803SAT_012350_L..N01R,2:45:30,2:45:30,L01N,24,,0,0
B20130803SAT_014350_L..N01R,3:05:30,3:05:30,L01N,24,,0,0
B20130803SAT_016350_L..N01R,3:25:30,3:25:30,L01N,24,,0,0
B20130803SAT_018350_L..N01R,3:45:30,3:45:30,L01N,24,,0,0
B20130803SAT_020350_L..N01R,4:05:30,4:05:30,L01N,24,,0,0
B20130803SAT_022350_L..N01R,4:25:30,4:25:30,L01N,24,,0,0
B20130803SAT_024350_L..N01R,4:45:30,4:45:30,L01N,24,,0,0
B20130803SAT_026350_L..N01R,5:05:30,5:05:30,L01N,24,,0,0
B20130803SAT_028050_L..N01R,5:15:30,5:15:30,L01N,24,,0,0
B20130803SAT_029550_L..N01R,5:30:30,5:30:30,L01N,24,,0,0
B20130803SAT_030950_L..N01R,5:44:30,5:44:30,L01N,24,,0,0
B20130803SAT_032200_L..N01R,5:57:00,5:57:00,L01N,24,,0,0
B20130803SAT_033400_L..N01R,6:09:00,6:09:00,L01N,24,,0,0
B20130803SAT_034500_L..N01R,6:21:00,6:21:00,L01N,24,,0,0
B20130803SAT_035500_L..N01R,6:31:30,6:31:30,L01N,24,,0,0
B20130803SAT_036500_L..N01R,6:41:30,6:41:30,L01N,24,,0,0
B20130803SAT_037500_L..N01R,6:51:30,6:51:30,L01N,24,,0,0
B20130803SAT_038500_L..N01R,7:01:30,7:01:30,L01N,24,,0,0
B20130803SAT_039500_L..N01R,7:11:30,7:11:30,L01N,24,,0,0
B20130803SAT_040300_L..N01R,7:19:30,7:19:30,L01N,24,,0,0
B20130803SAT_041100_L..N01R,7:27:30,7:27:30,L01N,24,,0,0
B20130803SAT_041850_L..N01R,7:35:30,7:35:30,L01N,24,,0,0
B20130803SAT_042550_L..N01R,7:42:30,7:42:30,L01N,24,,0,0
B20130803SAT_043150_L..N01R,7:49:00,7:49:00,L01N,24,,0,0
B20130803SAT_043750_L..N01R,7:55:00,7:55:00,L01N,24,,0,0
B20130803SAT_044350_L..N01R,8:01:00,8:01:00,L01N,24,,0,0
B20130803SAT_044950_L..N01R,8:07:00,8:07:00,L01N,24,,0,0
B20130803SAT_045550_L..N01R,8:13:00,8:13:00,L01N,24,,0,0
B20130803SAT_046150_L..N01R,8:19:00,8:19:00,L01N,24,,0,0
B20130803SAT_046750_L..N01R,8:25:00,8:25:00,L01N,24,,0,0
B20130803SAT_047350_L..N01R,8:31:00,8:31:00,L01N,24,,0,0
B20130803SAT_047950_L..N01R,8:37:00,8:37:00,L01N,24,,0,0
B20130803SAT_048550_L..N01R,8:43:00,8:43:00,L01N,24,,0,0
B20130803SAT_049150_L..N01R,8:49:00,8:49:00,L01N,24,,0,0
B20130803SAT_049750_L..N01R,8:55:00,8:55:00,L01N,24,,0,0
B20130803SAT_050350_L..N01R,9:01:00,9:01:00,L01N,24,,0,0
B20130803SAT_050950_L..N01R,9:07:00,9:07:00,L01N,24,,0,0
B20130803SAT_051550_L..N01R,9:13:00,9:13:00,L01N,24,,0,0
B20130803SAT_052150_L..N01R,9:19:00,9:19:00,L01N,24,,0,0
B20130803SAT_052750_L..N01R,9:25:00,9:25:00,L01N,24,,0,0
B20130803SAT_053350_L..N01R,9:31:00,9:31:00,L01N,24,,0,0
B20130803SAT_053950_L..N01R,9:37:00,9:37:00,L01N,24,,0,0
B20130803SAT_054550_L..N01R,9:43:00,9:43:00,L01N,24,,0,0
B20130803SAT_055150_L..N01R,9:49:00,9:49:00,L01N,24,,0,0
B20130803SAT_055750_L..N01R,9:55:00,9:55:00,L01N,24,,0,0
B20130803SAT_056350_L..N01R,10:01:00,10:01:00,L01N,24,,0,0
B20130803SAT_056950_L..N01R,10:07:00,10:07:00,L01N,24,,0,0
B20130803SAT_057550_L..N01R,10:13:00,10:13:00,L01N,24,,0,0
